Order ID,Customer ID,Order Date,Customer Name,Region,State,Category,Product,Quantity,Sales,Discount %,Net Sales,Profit,Payment Mode,Salesperson
ORD-10862,1412,2025-03-27 19:44:02,Customer 102,North,Haryana,Electronics,Smartphone,1,32981.57,10,29683.41,3937.38,Cash,N. Gupta
ORD-11765,1345,2025-03-27 20:14:36,Customer 458,North,Haryana,Accessories,Webcam,5,18517.53,5,17591.65,3603.97,UPI,R. Singh
ORD-10102,1273,2025-03-27 23:47:25,Customer 159,South,Kerala,Accessories,Mouse,4,4000.09,5,3800.09,839.5,Debit Card,S. Verma
ORD-10429,1008,2025-03-28 00:59:40,Customer 408,West,Rajasthan,Office Supplies,Stapler,1,364.2,5,345.99,33.48,Debit Card,S. Verma
ORD-11029,1384,2025-03-28 05:33:53,Customer 498,East,Jharkhand,Office Supplies,Printer,1,14100.28,15,11985.24,2964.05,Net Banking,A. Kumar
ORD-11920,1183,2025-03-28 06:18:08,Customer 116,Central,Chhattisgarh,Furniture,Office Chair,4,38184.23,5,36275.02,2966.56,Credit Card,N. Gupta
ORD-11770,1338,2025-03-28 12:38:38,Customer 153,West,Goa,Electronics,Smartphone,3,101418.1,0,101418.1,22886.57,Net Banking,S. Verma
ORD-10480,1110,2025-03-28 17:58:15,Customer 278,North,Uttar Pradesh,Electronics,Smartphone,2,58470.99,5,55547.44,5995.17,Debit Card,R. Singh
ORD-11532,1449,2025-03-28 23:39:48,Customer 489,Central,Chhattisgarh,Electronics,Headphones,3,17210.81,10,15489.73,1840.4,Cash,N. Gupta
ORD-11954,1123,2025-03-29 03:55:54,Customer 303,West,Rajasthan,Electronics,Headphones,1,4690.33,0,4690.33,608.38,UPI,R. Singh
ORD-11377,1203,2025-03-29 04:30:06,Customer 158,North,Punjab,Accessories,Webcam,3,9991.52,0,9991.52,1520.59,Credit Card,R. Singh
ORD-11881,1175,2025-03-29 07:13:32,Customer 179,West,Maharashtra,Accessories,USB Hub,4,5246.18,5,4983.87,588.22,UPI,K. Yadav
ORD-11357,1295,2025-03-29 11:01:24,Customer 81,West,Rajasthan,Electronics,Headphones,1,5005.33,5,4755.06,625.14,Credit Card,R. Singh
ORD-10323,1239,2025-03-30 00:11:16,Customer 87,Central,Chhattisgarh,Accessories,USB Hub,3,3613.06,0,3613.06,470.82,Net Banking,K. Yadav
ORD-11279,1435,2025-03-30 00:53:56,Customer 221,West,Maharashtra,Office Supplies,Notebook,5,1430.0,5,1358.5,143.49,Net Banking,N. Gupta
ORD-10423,1358,2025-03-30 08:12:29,Customer 140,East,Jharkhand,Furniture,Sofa,3,84520.04,20,67616.03,13460.55,Debit Card,R. Singh
ORD-11967,1187,2025-03-30 09:20:02,Customer 184,West,Maharashtra,Office Supplies,File Folder,1,202.34,5,192.22,37.91,Debit Card,N. Gupta
ORD-11877,1181,2025-03-30 12:04:44,Customer 447,Central,Chhattisgarh,Accessories,Keyboard,3,5132.8,0,5132.8,718.6,Net Banking,K. Yadav
ORD-10014,1268,2025-03-30 14:21:49,Customer 295,East,Odisha,Electronics,Tablet,1,22021.1,0,22021.1,2712.24,Credit Card,R. Singh
ORD-10334,1207,2025-03-30 14:48:15,Customer 409,East,Odisha,Office Supplies,Printer,1,13519.93,15,11491.94,2429.14,Cash,A. Kumar
ORD-10434,1259,2025-03-30 15:57:58,Customer 171,Central,Madhya Pradesh,Furniture,Table,2,21219.78,5,20158.79,1799.7,Credit Card,S. Verma
ORD-10850,1443,2025-03-30 18:56:28,Customer 478,East,Odisha,Electronics,Monitor,2,32901.75,0,32901.75,7709.82,Credit Card,K. Yadav
ORD-11893,1035,2025-03-30 21:35:29,Customer 16,East,West Bengal,Electronics,Smartphone,1,32795.02,10,29515.52,3916.57,Credit Card,P. Sharma
ORD-10462,1111,2025-03-30 23:53:25,Customer 232,East,Bihar,Electronics,Tablet,4,87486.88,5,83112.54,7531.1,Debit Card,P. Sharma
ORD-11113,1143,2025-03-31 05:08:18,Customer 271,East,Odisha,Electronics,Laptop,5,352759.94,10,317483.95,50797.63,Debit Card,S. Verma
ORD-10803,1411,2025-03-31 06:36:49,Customer 78,East,West Bengal,Accessories,Keyboard,4,7841.77,5,7449.68,1474.27,Cash,A. Kumar
ORD-11164,1259,2025-03-31 07:13:33,Customer 149,East,Bihar,Office Supplies,File Folder,4,789.96,5,750.46,81.36,Debit Card,K. Yadav
ORD-10834,1252,2025-03-31 08:05:42,Customer 387,East,Bihar,Office Supplies,Pen Set,2,529.99,15,450.49,108.47,UPI,R. Singh
ORD-11480,1046,2025-03-31 08:16:56,Customer 28,Central,Chhattisgarh,Electronics,Headphones,1,5090.1,10,4581.09,1017.4,Credit Card,A. Kumar
ORD-11577,1067,2025-03-31 10:46:42,Customer 494,Central,Madhya Pradesh,Electronics,Smartphone,1,30426.12,15,25862.2,3445.47,UPI,R. Singh
ORD-11367,1136,2025-03-31 11:02:13,Customer 265,East,Odisha,Office Supplies,Notebook,2,631.4,0,631.4,144.14,Debit Card,K. Yadav
ORD-11667,1438,2025-03-31 16:15:39,Customer 180,East,West Bengal,Accessories,USB Hub,5,6114.72,10,5503.25,998.03,Cash,N. Gupta
ORD-10909,1026,2025-03-31 20:30:12,Customer 350,North,Punjab,Electronics,Headphones,2,9642.08,10,8677.87,738.52,Cash,S. Verma
ORD-10828,1304,2025-04-01 05:01:27,Customer 273,West,Rajasthan,Accessories,USB Hub,2,2282.54,5,2168.41,540.66,UPI,N. Gupta
ORD-10846,1255,2025-04-01 06:52:37,Customer 11,East,Odisha,Electronics,Tablet,3,75666.66,5,71883.33,7343.25,Net Banking,A. Kumar
ORD-11197,1159,2025-04-01 21:03:21,Customer 470,South,Kerala,Office Supplies,File Folder,3,511.06,15,434.4,65.48,Cash,R. Singh
ORD-10186,1149,2025-04-02 04:58:37,Customer 392,North,Punjab,Accessories,Mouse,1,868.15,10,781.33,146.99,Cash,R. Singh
ORD-10152,1271,2025-04-02 13:08:19,Customer 277,East,Bihar,Electronics,Tablet,5,123695.84,5,117511.05,27920.14,Net Banking,K. Yadav
ORD-11428,1419,2025-04-02 15:39:51,Customer 199,South,Kerala,Furniture,Table,4,44884.32,15,38151.67,5862.86,Cash,P. Sharma
ORD-11403,1399,2025-04-03 20:21:55,Customer 383,East,Bihar,Electronics,Laptop,5,339229.64,0,339229.64,38754.24,Debit Card,S. Verma
ORD-11416,1100,2025-04-04 05:43:50,Customer 420,South,Tamil Nadu,Furniture,Desk,1,12787.49,5,12148.12,2305.98,Credit Card,A. Kumar
ORD-10071,1137,2025-04-04 07:07:13,Customer 76,East,Odisha,Electronics,Headphones,4,22825.13,0,22825.13,4661.98,Debit Card,R. Singh
ORD-10118,1278,2025-04-04 09:06:27,Customer 352,East,Odisha,Electronics,Laptop,2,128110.85,10,115299.77,27492.63,Cash,P. Sharma
ORD-10496,1118,2025-04-04 12:23:43,Customer 144,West,Maharashtra,Office Supplies,Stapler,5,2172.41,10,1955.17,163.07,Credit Card,N. Gupta
ORD-11717,1037,2025-04-05 00:51:01,Customer 283,North,Punjab,Accessories,Keyboard,4,7493.88,10,6744.49,1458.45,Debit Card,K. Yadav
ORD-10626,1074,2025-04-05 01:41:18,Customer 324,North,Punjab,Electronics,Laptop,3,218978.82,5,208029.88,28233.2,Debit Card,R. Singh
ORD-11341,1358,2025-04-05 02:42:02,Customer 428,South,Karnataka,Office Supplies,File Folder,1,165.77,5,157.48,32.23,UPI,R. Singh
ORD-10296,1194,2025-04-05 07:04:07,Customer 271,Central,Madhya Pradesh,Electronics,Laptop,1,61296.45,20,49037.16,7664.43,Debit Card,K. Yadav
ORD-11983,1158,2025-04-05 19:33:34,Customer 318,South,Karnataka,Furniture,Bookshelf,5,39418.87,10,35476.98,5571.64,Debit Card,A. Kumar
ORD-11425,1111,2025-04-06 01:46:18,Customer 358,East,West Bengal,Office Supplies,Notebook,3,820.41,15,697.35,161.82,Debit Card,R. Singh
ORD-10030,1346,2025-04-06 02:35:16,Customer 474,Central,Chhattisgarh,Furniture,Bookshelf,1,6997.94,10,6298.15,1300.49,Net Banking,K. Yadav
ORD-11110,1230,2025-04-06 08:06:20,Customer 278,West,Maharashtra,Accessories,Backpack,2,5397.06,15,4587.5,436.39,Net Banking,P. Sharma
ORD-11438,1308,2025-04-06 11:02:09,Customer 290,South,Kerala,Electronics,Monitor,3,61358.57,20,49086.86,4301.71,Cash,N. Gupta
ORD-11711,1061,2025-04-06 21:16:57,Customer 461,Central,Chhattisgarh,Furniture,Sofa,5,141130.85,10,127017.77,24041.93,Cash,N. Gupta
ORD-11084,1012,2025-04-07 00:55:14,Customer 108,Central,Madhya Pradesh,Office Supplies,File Folder,3,613.22,20,490.58,46.63,Debit Card,P. Sharma
ORD-10873,1090,2025-04-07 02:09:06,Customer 455,North,Punjab,Electronics,Laptop,4,234773.36,5,223034.69,18067.39,Cash,S. Verma
ORD-10233,1090,2025-04-07 05:08:54,Customer 476,East,Jharkhand,Accessories,Backpack,5,12056.79,10,10851.11,1415.46,Credit Card,N. Gupta
ORD-10590,1422,2025-04-07 06:47:29,Customer 369,South,Karnataka,Electronics,Smartphone,5,172336.69,10,155103.02,25219.84,Credit Card,K. Yadav
ORD-11241,1380,2025-04-07 08:38:38,Customer 262,South,Karnataka,Accessories,Keyboard,5,10126.95,5,9620.6,1708.69,Credit Card,A. Kumar
ORD-11693,1227,2025-04-07 08:54:52,Customer 21,Central,Chhattisgarh,Furniture,Table,2,22890.77,5,21746.23,3475.85,Net Banking,S. Verma
ORD-10112,1038,2025-04-07 12:02:15,Customer 251,North,Uttar Pradesh,Accessories,Keyboard,1,1867.89,0,1867.89,279.13,Net Banking,P. Sharma
ORD-11349,1103,2025-04-08 04:19:17,Customer 119,Central,Chhattisgarh,Office Supplies,Stapler,4,1797.34,5,1707.47,258.71,Debit Card,S. Verma
ORD-10145,1114,2025-04-08 10:07:13,Customer 145,Central,Madhya Pradesh,Electronics,Smartphone,1,33285.86,15,28292.98,5549.73,Credit Card,A. Kumar
ORD-10346,1268,2025-04-08 10:34:25,Customer 388,East,Bihar,Accessories,Mouse,4,3714.91,5,3529.16,879.67,UPI,P. Sharma
ORD-11918,1449,2025-04-08 11:17:23,Customer 327,West,Rajasthan,Office Supplies,Notebook,5,1717.4,15,1459.79,264.66,Debit Card,K. Yadav
ORD-11482,1308,2025-04-08 13:54:30,Customer 30,Central,Chhattisgarh,Furniture,Bookshelf,5,34203.05,10,30782.75,6201.38,Debit Card,S. Verma
ORD-11768,1301,2025-04-08 15:38:28,Customer 162,West,Gujarat,Electronics,Monitor,2,34245.73,10,30821.16,3246.3,Credit Card,S. Verma
ORD-10607,1018,2025-04-08 16:07:36,Customer 417,East,West Bengal,Furniture,Table,2,20451.56,15,17383.83,3849.3,Net Banking,K. Yadav
ORD-10701,1111,2025-04-08 19:36:32,Customer 219,East,Odisha,Electronics,Monitor,2,36040.42,10,32436.38,6486.6,UPI,R. Singh
ORD-11401,1214,2025-04-09 08:09:34,Customer 452,North,Uttar Pradesh,Accessories,Webcam,3,11248.63,0,11248.63,2619.25,Credit Card,A. Kumar
ORD-10797,1157,2025-04-09 10:31:29,Customer 164,North,Delhi,Furniture,Sofa,5,132029.49,10,118826.54,28331.24,Debit Card,P. Sharma
ORD-11437,1129,2025-04-09 11:34:38,Customer 451,North,Punjab,Office Supplies,Notebook,3,959.19,10,863.27,133.76,UPI,S. Verma
ORD-11644,1357,2025-04-10 10:59:49,Customer 1,North,Uttar Pradesh,Electronics,Headphones,2,10770.38,15,9154.82,1610.03,Debit Card,S. Verma
ORD-11930,1305,2025-04-10 17:44:29,Customer 344,Central,Chhattisgarh,Accessories,USB Hub,4,5324.48,10,4792.03,1029.47,Credit Card,R. Singh
ORD-11047,1359,2025-04-11 02:52:33,Customer 260,East,Jharkhand,Office Supplies,File Folder,1,175.18,5,166.42,34.44,Net Banking,S. Verma
ORD-11235,1082,2025-04-11 04:33:28,Customer 264,South,Kerala,Furniture,Table,5,50245.68,5,47733.4,3886.06,Net Banking,P. Sharma
ORD-10015,1224,2025-04-11 05:02:24,Customer 385,North,Delhi,Electronics,Laptop,3,205216.26,10,184694.63,16391.9,Debit Card,K. Yadav
ORD-11666,1097,2025-04-11 08:05:20,Customer 466,East,Jharkhand,Electronics,Laptop,2,120119.21,5,114113.25,19115.34,Cash,K. Yadav
ORD-11973,1326,2025-04-11 14:10:25,Customer 228,West,Gujarat,Office Supplies,Printer,4,62524.08,0,62524.08,8322.43,Net Banking,K. Yadav
ORD-11147,1217,2025-04-11 14:18:40,Customer 246,East,Jharkhand,Furniture,Sofa,4,105684.39,20,84547.51,13438.7,Credit Card,S. Verma
ORD-10140,1107,2025-04-11 18:19:16,Customer 175,Central,Chhattisgarh,Furniture,Sofa,1,24078.3,5,22874.38,3305.14,Net Banking,S. Verma
ORD-11958,1355,2025-04-12 12:07:04,Customer 214,South,Kerala,Electronics,Monitor,5,81217.63,5,77156.75,14902.11,Cash,R. Singh
ORD-11453,1281,2025-04-12 13:36:52,Customer 8,Central,Madhya Pradesh,Office Supplies,Stapler,2,900.44,0,900.44,152.26,UPI,K. Yadav
ORD-10690,1431,2025-04-12 14:29:30,Customer 270,South,Telangana,Electronics,Laptop,1,59720.75,10,53748.67,12107.28,Cash,N. Gupta
ORD-11649,1028,2025-04-12 16:27:41,Customer 364,South,Telangana,Office Supplies,Stapler,3,1124.92,15,956.18,172.09,Debit Card,N. Gupta
ORD-11754,1423,2025-04-12 19:53:49,Customer 442,East,Bihar,Accessories,Keyboard,2,4004.77,15,3404.05,378.06,Cash,S. Verma
ORD-11053,1392,2025-04-13 02:15:39,Customer 42,North,Haryana,Office Supplies,File Folder,3,497.12,10,447.41,43.68,Net Banking,P. Sharma
ORD-11827,1158,2025-04-13 02:23:23,Customer 151,Central,Chhattisgarh,Furniture,Office Chair,4,34453.51,5,32730.83,5901.44,UPI,S. Verma
ORD-11402,1216,2025-04-13 05:15:00,Customer 304,East,Odisha,Furniture,Office Chair,5,40603.56,5,38573.38,3828.31,Credit Card,A. Kumar
ORD-10534,1153,2025-04-13 13:11:26,Customer 237,East,Jharkhand,Office Supplies,File Folder,3,596.78,5,566.94,88.49,Net Banking,S. Verma
ORD-10632,1405,2025-04-13 14:37:45,Customer 341,North,Delhi,Furniture,Sofa,5,121172.59,15,102996.7,20908.42,Net Banking,P. Sharma
ORD-11598,1410,2025-04-13 17:04:53,Customer 296,Central,Madhya Pradesh,Electronics,Monitor,5,87327.52,5,82961.14,19976.64,Credit Card,S. Verma
ORD-11664,1233,2025-04-14 03:39:11,Customer 154,North,Delhi,Electronics,Monitor,3,56329.63,5,53513.15,5936.22,Debit Card,S. Verma
ORD-10637,1033,2025-04-14 07:00:35,Customer 170,West,Maharashtra,Furniture,Table,2,20910.72,5,19865.18,2143.97,Cash,N. Gupta
ORD-10792,1333,2025-04-14 12:22:22,Customer 428,North,Punjab,Electronics,Monitor,3,56389.78,5,53570.29,6736.48,UPI,R. Singh
ORD-10359,1196,2025-04-14 12:57:30,Customer 345,West,Goa,Office Supplies,Stapler,1,445.98,10,401.38,54.51,Net Banking,N. Gupta
ORD-10128,1353,2025-04-14 17:27:29,Customer 225,North,Punjab,Accessories,USB Hub,4,4735.22,15,4024.94,966.03,UPI,A. Kumar
ORD-11411,1209,2025-04-14 18:17:23,Customer 500,North,Uttar Pradesh,Furniture,Table,4,44644.9,10,40180.41,3216.08,UPI,R. Singh
ORD-11895,1028,2025-04-15 02:30:57,Customer 35,South,Karnataka,Furniture,Office Chair,2,18639.88,5,17707.89,3425.31,Cash,K. Yadav
ORD-11162,1292,2025-04-15 23:55:06,Customer 152,South,Kerala,Furniture,Table,3,30825.52,5,29284.24,4011.02,Net Banking,N. Gupta
ORD-10176,1338,2025-04-16 05:17:24,Customer 173,South,Telangana,Furniture,Office Chair,5,40636.36,5,38604.54,9492.8,Cash,A. Kumar
ORD-11008,1220,2025-04-16 10:30:10,Customer 4,West,Maharashtra,Electronics,Smartphone,3,94935.4,5,90188.63,7229.55,UPI,N. Gupta
ORD-11030,1203,2025-04-16 12:54:14,Customer 235,Central,Chhattisgarh,Furniture,Sofa,1,22573.53,10,20316.18,3356.99,UPI,S. Verma
ORD-11046,1207,2025-04-16 17:30:11,Customer 91,Central,Madhya Pradesh,Electronics,Monitor,4,79662.09,10,71695.88,6737.95,Debit Card,K. Yadav
ORD-11861,1351,2025-04-16 19:15:54,Customer 88,South,Kerala,Electronics,Tablet,1,25267.96,0,25267.96,4556.74,Cash,N. Gupta
ORD-11290,1073,2025-04-17 04:36:08,Customer 97,West,Goa,Electronics,Tablet,5,115085.74,10,103577.17,20835.8,UPI,P. Sharma
ORD-10268,1049,2025-04-17 05:47:33,Customer 54,Central,Chhattisgarh,Office Supplies,Printer,4,55280.12,0,55280.12,10689.37,Credit Card,N. Gupta
ORD-11125,1424,2025-04-17 07:00:13,Customer 223,West,Gujarat,Office Supplies,File Folder,5,865.97,10,779.37,150.85,Debit Card,A. Kumar
ORD-10741,1134,2025-04-17 07:21:14,Customer 305,Central,Chhattisgarh,Office Supplies,Stapler,5,1830.8,5,1739.26,403.78,UPI,P. Sharma
ORD-11167,1032,2025-04-17 07:25:59,Customer 118,North,Uttar Pradesh,Furniture,Sofa,1,26397.66,10,23757.89,3518.82,Debit Card,K. Yadav
ORD-10047,1402,2025-04-18 00:32:46,Customer 233,Central,Chhattisgarh,Furniture,Bookshelf,4,25716.58,10,23144.92,5665.45,UPI,K. Yadav
ORD-11939,1200,2025-04-18 03:08:56,Customer 329,Central,Chhattisgarh,Office Supplies,File Folder,2,401.95,5,381.85,62.66,Cash,K. Yadav
ORD-11429,1376,2025-04-18 10:24:11,Customer 243,Central,Madhya Pradesh,Electronics,Smartphone,1,30190.62,15,25662.03,3926.97,Cash,S. Verma
ORD-11820,1068,2025-04-18 10:48:00,Customer 167,East,Odisha,Office Supplies,File Folder,5,976.82,0,976.82,190.44,Cash,N. Gupta
ORD-10904,1421,2025-04-18 15:19:13,Customer 79,West,Goa,Electronics,Headphones,5,27442.33,5,26070.21,4579.97,Cash,N. Gupta
ORD-10002,1236,2025-04-18 16:54:08,Customer 475,Central,Chhattisgarh,Office Supplies,Notebook,4,1135.02,5,1078.27,182.45,Debit Card,P. Sharma
ORD-10123,1162,2025-04-18 17:34:52,Customer 163,West,Gujarat,Office Supplies,File Folder,3,528.11,5,501.7,101.92,UPI,A. Kumar
ORD-11830,1346,2025-04-18 19:21:42,Customer 477,East,Bihar,Electronics,Smartphone,5,152977.93,10,137680.14,27852.52,UPI,A. Kumar
ORD-10386,1432,2025-04-18 22:06:31,Customer 408,East,Bihar,Office Supplies,Printer,3,44489.99,10,40040.99,5947.9,Net Banking,N. Gupta
ORD-10589,1161,2025-04-19 03:43:38,Customer 279,Central,Chhattisgarh,Office Supplies,File Folder,1,180.7,5,171.66,39.03,UPI,R. Singh
ORD-10768,1403,2025-04-19 05:19:11,Customer 213,Central,Madhya Pradesh,Furniture,Bookshelf,5,34116.36,5,32410.54,6291.13,Credit Card,P. Sharma
ORD-11652,1444,2025-04-19 06:46:26,Customer 341,West,Rajasthan,Electronics,Smartphone,1,29330.28,10,26397.25,6391.11,UPI,K. Yadav
ORD-10620,1290,2025-04-19 13:46:54,Customer 203,North,Punjab,Office Supplies,Pen Set,3,702.31,10,632.08,119.64,UPI,P. Sharma
ORD-10465,1393,2025-04-19 18:31:08,Customer 385,East,Odisha,Electronics,Tablet,3,75004.87,5,71254.63,16099.71,Net Banking,K. Yadav
ORD-10971,1093,2025-04-20 00:50:26,Customer 454,East,Bihar,Electronics,Laptop,2,118544.33,5,112617.11,22530.13,Net Banking,R. Singh
ORD-11659,1001,2025-04-20 04:10:21,Customer 242,West,Gujarat,Electronics,Headphones,3,13891.26,0,13891.26,2176.69,Debit Card,K. Yadav
ORD-10404,1288,2025-04-20 11:38:41,Customer 187,East,Odisha,Office Supplies,Pen Set,1,256.69,10,231.02,57.17,Cash,P. Sharma
ORD-11384,1393,2025-04-20 13:36:57,Customer 287,South,Karnataka,Furniture,Table,1,9022.21,0,9022.21,1637.02,Net Banking,N. Gupta
ORD-10639,1086,2025-04-20 14:21:49,Customer 392,West,Rajasthan,Electronics,Tablet,3,75765.22,5,71976.96,15953.16,UPI,S. Verma
ORD-10679,1338,2025-04-20 16:06:33,Customer 106,Central,Chhattisgarh,Office Supplies,Stapler,3,1166.18,10,1049.56,164.87,Credit Card,A. Kumar
ORD-10652,1290,2025-04-20 17:13:42,Customer 331,West,Goa,Accessories,Webcam,2,7915.55,5,7519.77,1719.01,Net Banking,K. Yadav
ORD-11885,1249,2025-04-20 22:56:17,Customer 402,South,Telangana,Office Supplies,Printer,4,68516.81,0,68516.81,12245.55,Net Banking,P. Sharma
ORD-11957,1361,2025-04-21 03:28:01,Customer 296,East,Odisha,Electronics,Smartphone,1,30542.69,5,29015.56,5825.71,UPI,S. Verma
ORD-10349,1207,2025-04-21 05:32:59,Customer 296,South,Kerala,Furniture,Desk,4,51424.74,0,51424.74,5612.69,Cash,K. Yadav
ORD-11148,1152,2025-04-21 22:04:50,Customer 365,Central,Chhattisgarh,Electronics,Tablet,5,105157.17,10,94641.45,15361.84,UPI,R. Singh
ORD-11674,1210,2025-04-22 00:32:18,Customer 487,South,Telangana,Furniture,Table,3,30699.48,15,26094.56,6326.92,Cash,K. Yadav
ORD-10130,1223,2025-04-22 01:04:31,Customer 41,West,Maharashtra,Accessories,Backpack,3,8430.41,10,7587.37,1402.32,Credit Card,S. Verma
ORD-10556,1047,2025-04-22 03:06:28,Customer 187,Central,Chhattisgarh,Office Supplies,Pen Set,2,527.69,5,501.31,78.02,Net Banking,S. Verma
ORD-10506,1228,2025-04-22 12:28:57,Customer 469,East,Bihar,Electronics,Monitor,1,18035.5,5,17133.72,1767.91,Cash,S. Verma
ORD-10730,1048,2025-04-23 04:55:35,Customer 433,North,Uttar Pradesh,Electronics,Monitor,1,18573.73,15,15787.67,3562.08,UPI,S. Verma
ORD-10244,1201,2025-04-23 13:18:20,Customer 77,South,Tamil Nadu,Furniture,Sofa,5,127312.7,10,114581.43,28545.2,Debit Card,K. Yadav
ORD-11616,1269,2025-04-23 14:41:32,Customer 442,North,Uttar Pradesh,Office Supplies,Notebook,2,563.85,10,507.47,65.67,Debit Card,R. Singh
ORD-10943,1242,2025-04-23 19:02:30,Customer 213,North,Haryana,Office Supplies,Notebook,4,1343.73,15,1142.17,220.46,Net Banking,K. Yadav
ORD-11389,1041,2025-04-23 22:08:32,Customer 404,Central,Chhattisgarh,Furniture,Office Chair,5,47063.42,20,37650.74,3628.12,UPI,R. Singh
ORD-11772,1416,2025-04-23 22:08:46,Customer 210,East,Bihar,Electronics,Tablet,5,125420.4,10,112878.36,13881.89,Cash,S. Verma
ORD-10452,1241,2025-04-23 22:42:59,Customer 381,Central,Madhya Pradesh,Furniture,Bookshelf,5,35626.93,0,35626.93,6639.65,Net Banking,R. Singh
ORD-10896,1025,2025-04-24 02:01:28,Customer 166,Central,Chhattisgarh,Office Supplies,File Folder,3,500.92,15,425.78,94.81,Debit Card,A. Kumar
ORD-10063,1119,2025-04-24 13:06:44,Customer 28,East,Bihar,Electronics,Smartphone,2,59312.2,5,56346.59,5512.26,Credit Card,A. Kumar
ORD-11921,1059,2025-04-24 13:58:38,Customer 285,East,Jharkhand,Accessories,Mouse,1,961.31,15,817.11,90.96,Debit Card,N. Gupta
ORD-10941,1053,2025-04-24 20:20:47,Customer 106,East,Bihar,Office Supplies,File Folder,4,660.49,15,561.42,122.13,Cash,P. Sharma
ORD-10615,1412,2025-04-24 21:21:59,Customer 194,South,Telangana,Electronics,Monitor,2,33408.11,15,28396.89,4844.06,Debit Card,N. Gupta
ORD-11168,1339,2025-04-24 23:51:09,Customer 173,South,Kerala,Furniture,Desk,4,51340.32,5,48773.3,5992.49,Credit Card,N. Gupta
ORD-10472,1350,2025-04-25 08:08:37,Customer 81,South,Telangana,Furniture,Office Chair,2,16407.28,15,13946.19,2682.35,UPI,N. Gupta
ORD-11151,1071,2025-04-25 15:11:23,Customer 102,West,Rajasthan,Electronics,Laptop,4,279692.77,5,265708.13,48804.65,Net Banking,S. Verma
ORD-11297,1220,2025-04-25 17:11:20,Customer 47,West,Gujarat,Electronics,Monitor,3,56993.18,0,56993.18,9696.42,Cash,A. Kumar
ORD-11366,1052,2025-04-25 18:57:57,Customer 423,South,Tamil Nadu,Accessories,Backpack,4,11066.39,20,8853.11,1272.14,UPI,A. Kumar
ORD-10938,1221,2025-04-25 18:58:03,Customer 117,East,Bihar,Electronics,Laptop,3,201343.13,0,201343.13,28739.63,Credit Card,K. Yadav
ORD-11528,1084,2025-04-26 04:07:32,Customer 394,East,Bihar,Electronics,Laptop,2,137856.45,10,124070.81,27479.78,UPI,S. Verma
ORD-10254,1327,2025-04-26 04:57:01,Customer 135,South,Tamil Nadu,Electronics,Laptop,3,224143.77,10,201729.39,44549.87,Debit Card,A. Kumar
ORD-10899,1354,2025-04-26 06:51:50,Customer 166,Central,Madhya Pradesh,Accessories,Mouse,4,3490.24,5,3315.73,361.16,Net Banking,N. Gupta
ORD-10889,1145,2025-04-26 09:08:24,Customer 88,Central,Madhya Pradesh,Furniture,Office Chair,5,41189.61,10,37070.65,6095.52,Cash,K. Yadav
ORD-11937,1149,2025-04-26 09:18:40,Customer 251,West,Rajasthan,Electronics,Smartphone,5,168595.64,10,151736.08,33418.16,UPI,R. Singh
ORD-10481,1321,2025-04-26 11:40:34,Customer 385,North,Punjab,Electronics,Smartphone,5,136602.74,15,116112.33,11631.24,Debit Card,N. Gupta
ORD-10249,1184,2025-04-26 19:52:51,Customer 425,South,Kerala,Furniture,Sofa,5,135808.13,10,122227.32,10977.97,Credit Card,S. Verma
ORD-10419,1204,2025-04-26 20:13:07,Customer 109,West,Gujarat,Furniture,Bookshelf,1,7406.69,0,7406.69,1320.94,Cash,A. Kumar
ORD-10022,1038,2025-04-26 20:13:25,Customer 365,East,West Bengal,Electronics,Monitor,3,53564.16,5,50885.95,6181.54,Debit Card,K. Yadav
ORD-10790,1205,2025-04-27 02:16:21,Customer 419,West,Maharashtra,Electronics,Smartphone,3,83110.99,10,74799.89,13158.28,Debit Card,P. Sharma
ORD-10018,1415,2025-04-27 06:57:33,Customer 298,North,Punjab,Furniture,Desk,1,12827.07,10,11544.36,1333.86,Debit Card,S. Verma
ORD-10593,1443,2025-04-27 13:27:33,Customer 247,North,Delhi,Accessories,Mouse,2,1676.35,5,1592.53,135.04,UPI,R. Singh
ORD-10600,1101,2025-04-27 13:39:32,Customer 58,West,Goa,Electronics,Laptop,2,139794.32,0,139794.32,12360.21,Net Banking,S. Verma
ORD-10522,1009,2025-04-27 15:05:32,Customer 309,West,Gujarat,Accessories,Mouse,4,4118.96,5,3913.01,846.43,Credit Card,R. Singh
ORD-10793,1135,2025-04-27 16:38:24,Customer 49,Central,Chhattisgarh,Electronics,Monitor,3,57633.98,10,51870.58,7960.9,UPI,N. Gupta
ORD-11474,1202,2025-04-27 22:30:57,Customer 344,West,Maharashtra,Furniture,Sofa,3,85621.47,10,77059.32,16410.34,Net Banking,A. Kumar
ORD-10662,1375,2025-04-28 00:02:30,Customer 155,North,Delhi,Furniture,Desk,3,39767.34,15,33802.24,7197.46,Credit Card,A. Kumar
ORD-11857,1091,2025-04-28 02:41:23,Customer 289,Central,Chhattisgarh,Electronics,Headphones,1,5428.24,15,4614.0,730.02,UPI,S. Verma
ORD-10484,1211,2025-04-28 11:22:57,Customer 390,North,Delhi,Office Supplies,Printer,4,63950.44,0,63950.44,9480.95,Net Banking,A. Kumar
ORD-11277,1411,2025-04-28 12:30:15,Customer 263,North,Haryana,Accessories,Webcam,2,7584.76,20,6067.81,571.53,Net Banking,A. Kumar
